Região Habilitação Atual;UF Habilitação Atual;Sexo;Faixa Etária;Categoria;Qt. Condutor Histórico
Centro-Oeste;Goiás;Feminino;71 a 80;AD-Condutor Moto/Ônibus;16
Centro-Oeste;Goiás;Feminino;71 a 80;AE-Condutor Moto/Carreta;2
Centro-Oeste;Goiás;Feminino;71 a 80;B-Condutor Carro;23750
Centro-Oeste;Goiás;Feminino;71 a 80;C-Condutor Caminhão;55
Centro-Oeste;Goiás;Feminino;71 a 80;D-Condutor Ônibus;55
Centro-Oeste;Goiás;Feminino;71 a 80;E-Condutor Carreta;3
Centro-Oeste;Goiás;Feminino;71 a 80;XB-Condutor Ciclomotor/Carro;1
Centro-Oeste;Goiás;Feminino;81 a 90;A-Condutor Moto;9
Centro-Oeste;Goiás;Feminino;81 a 90;AB-Condutor Moto/Carro;27
Centro-Oeste;Goiás;Feminino;81 a 90;AC-Condutor Moto/Caminhão;2
Centro-Oeste;Goiás;Feminino;81 a 90;AD-Condutor Moto/Ônibus;2
Centro-Oeste;Goiás;Feminino;81 a 90;B-Condutor Carro;5929
Centro-Oeste;Goiás;Feminino;81 a 90;C-Condutor Caminhão;10
Centro-Oeste;Goiás;Feminino;81 a 90;D-Condutor Ônibus;14
Centro-Oeste;Goiás;Feminino;91 a 100;AB-Condutor Moto/Carro;3
Centro-Oeste;Goiás;Feminino;91 a 100;B-Condutor Carro;910
Centro-Oeste;Goiás;Feminino;91 a 100;D-Condutor Ônibus;2
Centro-Oeste;Goiás;Feminino;101 a 120;AB-Condutor Moto/Carro;1
Centro-Oeste;Goiás;Feminino;101 a 120;B-Condutor Carro;43
Centro-Oeste;Mato Grosso do Sul;Masculino;18 a 21;A-Condutor Moto;704
Centro-Oeste;Mato Grosso do Sul;Masculino;18 a 21;AB-Condutor Moto/Carro;19564
Centro-Oeste;Mato Grosso do Sul;Masculino;18 a 21;AC-Condutor Moto/Caminhão;210
Centro-Oeste;Mato Grosso do Sul;Masculino;18 a 21;AD-Condutor Moto/Ônibus;90
Centro-Oeste;Mato Grosso do Sul;Masculino;18 a 21;AE-Condutor Moto/Carreta;14
Centro-Oeste;Mato Grosso do Sul;Masculino;18 a 21;B-Condutor Carro;4974
Centro-Oeste;Mato Grosso do Sul;Masculino;18 a 21;C-Condutor Caminhão;20
Centro-Oeste;Mato Grosso do Sul;Masculino;18 a 21;D-Condutor Ônibus;4
Centro-Oeste;Mato Grosso do Sul;Masculino;18 a 21;E-Condutor Carreta;2
Centro-Oeste;Mato Grosso do Sul;Masculino;22 a 25;A-Condutor Moto;3045
Centro-Oeste;Mato Grosso do Sul;Masculino;22 a 25;AB-Condutor Moto/Carro;36371
Centro-Oeste;Mato Grosso do Sul;Masculino;22 a 25;AC-Condutor Moto/Caminhão;682
Centro-Oeste;Mato Grosso do Sul;Masculino;22 a 25;AD-Condutor Moto/Ônibus;2463
Centro-Oeste;Mato Grosso do Sul;Masculino;22 a 25;AE-Condutor Moto/Carreta;560
Centro-Oeste;Mato Grosso do Sul;Masculino;22 a 25;B-Condutor Carro;8867
Centro-Oeste;Mato Grosso do Sul;Masculino;22 a 25;C-Condutor Caminhão;60
Centro-Oeste;Mato Grosso do Sul;Masculino;22 a 25;D-Condutor Ônibus;143
Centro-Oeste;Mato Grosso do Sul;Masculino;22 a 25;E-Condutor Carreta;43
Centro-Oeste;Mato Grosso do Sul;Masculino;22 a 25;XB-Condutor Ciclomotor/Carro;1
Centro-Oeste;Mato Grosso do Sul;Masculino;26 a 30;A-Condutor Moto;4508
Centro-Oeste;Mato Grosso do Sul;Masculino;26 a 30;AB-Condutor Moto/Carro;52179
Centro-Oeste;Mato Grosso do Sul;Masculino;26 a 30;AC-Condutor Moto/Caminhão;2028
Centro-Oeste;Mato Grosso do Sul;Masculino;26 a 30;AD-Condutor Moto/Ônibus;7654
Centro-Oeste;Mato Grosso do Sul;Masculino;26 a 30;AE-Condutor Moto/Carreta;3120
Centro-Oeste;Mato Grosso do Sul;Masculino;26 a 30;B-Condutor Carro;12027
Centro-Oeste;Mato Grosso do Sul;Masculino;26 a 30;C-Condutor Caminhão;110
Centro-Oeste;Mato Grosso do Sul;Masculino;26 a 30;D-Condutor Ônibus;420
Centro-Oeste;Mato Grosso do Sul;Masculino;26 a 30;E-Condutor Carreta;118
Centro-Oeste;Mato Grosso do Sul;Masculino;31 a 40;A-Condutor Moto;6731
Centro-Oeste;Mato Grosso do Sul;Masculino;31 a 40;AB-Condutor Moto/Carro;99481
Centro-Oeste;Mato Grosso do Sul;Masculino;31 a 40;AC-Condutor Moto/Caminhão;5097
Centro-Oeste;Mato Grosso do Sul;Masculino;31 a 40;AD-Condutor Moto/Ônibus;29659
Centro-Oeste;Mato Grosso do Sul;Masculino;31 a 40;AE-Condutor Moto/Carreta;17118
Centro-Oeste;Mato Grosso do Sul;Masculino;31 a 40;B-Condutor Carro;21457
Centro-Oeste;Mato Grosso do Sul;Masculino;31 a 40;C-Condutor Caminhão;361
Centro-Oeste;Mato Grosso do Sul;Masculino;31 a 40;D-Condutor Ônibus;1845
Centro-Oeste;Mato Grosso do Sul;Masculino;31 a 40;E-Condutor Carreta;669
Centro-Oeste;Mato Grosso do Sul;Masculino;31 a 40;XB-Condutor Ciclomotor/Carro;3
Centro-Oeste;Mato Grosso do Sul;Masculino;41 a 50;A-Condutor Moto;4076
Centro-Oeste;Mato Grosso do Sul;Masculino;41 a 50;AB-Condutor Moto/Carro;69747
Centro-Oeste;Mato Grosso do Sul;Masculino;41 a 50;AC-Condutor Moto/Caminhão;7466
Centro-Oeste;Mato Grosso do Sul;Masculino;41 a 50;AD-Condutor Moto/Ônibus;26749
Centro-Oeste;Mato Grosso do Sul;Masculino;41 a 50;AE-Condutor Moto/Carreta;18141
Centro-Oeste;Mato Grosso do Sul;Masculino;41 a 50;B-Condutor Carro;22679
Centro-Oeste;Mato Grosso do Sul;Masculino;41 a 50;C-Condutor Caminhão;1785
Centro-Oeste;Mato Grosso do Sul;Masculino;41 a 50;D-Condutor Ônibus;3875
Centro-Oeste;Mato Grosso do Sul;Masculino;41 a 50;E-Condutor Carreta;2688
Centro-Oeste;Mato Grosso do Sul;Masculino;41 a 50;XB-Condutor Ciclomotor/Carro;2
Centro-Oeste;Mato Grosso do Sul;Masculino;51 a 60;A-Condutor Moto;2561
Centro-Oeste;Mato Grosso do Sul;Masculino;51 a 60;AB-Condutor Moto/Carro;40950
Centro-Oeste;Mato Grosso do Sul;Masculino;51 a 60;AC-Condutor Moto/Caminhão;10500
Centro-Oeste;Mato Grosso do Sul;Masculino;51 a 60;AD-Condutor Moto/Ônibus;14063
Centro-Oeste;Mato Grosso do Sul;Masculino;51 a 60;AE-Condutor Moto/Carreta;9036
Centro-Oeste;Mato Grosso do Sul;Masculino;51 a 60;B-Condutor Carro;26543
Centro-Oeste;Mato Grosso do Sul;Masculino;51 a 60;C-Condutor Caminhão;5901
Centro-Oeste;Mato Grosso do Sul;Masculino;51 a 60;D-Condutor Ônibus;5473
Centro-Oeste;Mato Grosso do Sul;Masculino;51 a 60;E-Condutor Carreta;3914
Centro-Oeste;Mato Grosso do Sul;Masculino;51 a 60;XB-Condutor Ciclomotor/Carro;1
Centro-Oeste;Mato Grosso do Sul;Masculino;61 a 70;A-Condutor Moto;948
Centro-Oeste;Mato Grosso do Sul;Masculino;61 a 70;AB-Condutor Moto/Carro;16047
Centro-Oeste;Mato Grosso do Sul;Masculino;61 a 70;AC-Condutor Moto/Caminhão;6695
Centro-Oeste;Mato Grosso do Sul;Masculino;61 a 70;AD-Condutor Moto/Ônibus;5170
Centro-Oeste;Mato Grosso do Sul;Masculino;61 a 70;AE-Condutor Moto/Carreta;2637
Centro-Oeste;Mato Grosso do Sul;Masculino;61 a 70;B-Condutor Carro;27212
Centro-Oeste;Mato Grosso do Sul;Masculino;61 a 70;C-Condutor Caminhão;11065
Centro-Oeste;Mato Grosso do Sul;Masculino;61 a 70;D-Condutor Ônibus;6300
Centro-Oeste;Mato Grosso do Sul;Masculino;61 a 70;E-Condutor Carreta;3705
Centro-Oeste;Mato Grosso do Sul;Masculino;61 a 70;X-Condutor Ciclomotor;1
Centro-Oeste;Mato Grosso do Sul;Masculino;71 a 80;A-Condutor Moto;273
Centro-Oeste;Mato Grosso do Sul;Masculino;71 a 80;AB-Condutor Moto/Carro;4735
Centro-Oeste;Mato Grosso do Sul;Masculino;71 a 80;AC-Condutor Moto/Caminhão;1129
Centro-Oeste;Mato Grosso do Sul;Masculino;71 a 80;AD-Condutor Moto/Ônibus;770
Centro-Oeste;Mato Grosso do Sul;Masculino;71 a 80;AE-Condutor Moto/Carreta;236
Centro-Oeste;Mato Grosso do Sul;Masculino;71 a 80;B-Condutor Carro;23069
Centro-Oeste;Mato Grosso do Sul;Masculino;71 a 80;C-Condutor Caminhão;6496
Centro-Oeste;Mato Grosso do Sul;Masculino;71 a 80;D-Condutor Ônibus;2723
Centro-Oeste;Mato Grosso do Sul;Masculino;71 a 80;E-Condutor Carreta;959
Centro-Oeste;Mato Grosso do Sul;Masculino;81 a 90;A-Condutor Moto;57
Centro-Oeste;Mato Grosso do Sul;Masculino;81 a 90;AB-Condutor Moto/Carro;733
Centro-Oeste;Mato Grosso do Sul;Masculino;81 a 90;AC-Condutor Moto/Caminhão;195
Centro-Oeste;Mato Grosso do Sul;Masculino;81 a 90;AD-Condutor Moto/Ônibus;72
Centro-Oeste;Mato Grosso do Sul;Masculino;81 a 90;AE-Condutor Moto/Carreta;10
Centro-Oeste;Mato Grosso do Sul;Masculino;81 a 90;B-Condutor Carro;12102
Centro-Oeste;Mato Grosso do Sul;Masculino;81 a 90;C-Condutor Caminhão;3539
Centro-Oeste;Mato Grosso do Sul;Masculino;81 a 90;D-Condutor Ônibus;706
Centro-Oeste;Mato Grosso do Sul;Masculino;81 a 90;E-Condutor Carreta;127
Centro-Oeste;Mato Grosso do Sul;Masculino;91 a 100;A-Condutor Moto;7
Centro-Oeste;Mato Grosso do Sul;Masculino;91 a 100;AB-Condutor Moto/Carro;77
Centro-Oeste;Mato Grosso do Sul;Masculino;91 a 100;AC-Condutor Moto/Caminhão;26
Centro-Oeste;Mato Grosso do Sul;Masculino;91 a 100;B-Condutor Carro;4552
Centro-Oeste;Mato Grosso do Sul;Masculino;91 a 100;C-Condutor Caminhão;943
Centro-Oeste;Mato Grosso do Sul;Masculino;91 a 100;D-Condutor Ônibus;54
Centro-Oeste;Mato Grosso do Sul;Masculino;91 a 100;E-Condutor Carreta;6
Centro-Oeste;Mato Grosso do Sul;Masculino;101 a 120;AB-Condutor Moto/Carro;6
Centro-Oeste;Mato Grosso do Sul;Masculino;101 a 120;B-Condutor Carro;819
Centro-Oeste;Mato Grosso do Sul;Masculino;101 a 120;C-Condutor Caminhão;70
Centro-Oeste;Mato Grosso do Sul;Feminino;18 a 21;A-Condutor Moto;292
Centro-Oeste;Mato Grosso do Sul;Feminino;18 a 21;AB-Condutor Moto/Carro;8612
Centro-Oeste;Mato Grosso do Sul;Feminino;18 a 21;AC-Condutor Moto/Caminhão;4
Centro-Oeste;Mato Grosso do Sul;Feminino;18 a 21;AD-Condutor Moto/Ônibus;3
Centro-Oeste;Mato Grosso do Sul;Feminino;18 a 21;AE-Condutor Moto/Carreta;1
Centro-Oeste;Mato Grosso do Sul;Feminino;18 a 21;B-Condutor Carro;5853
Centro-Oeste;Mato Grosso do Sul;Feminino;18 a 21;C-Condutor Caminhão;1
Centro-Oeste;Mato Grosso do Sul;Feminino;18 a 21;E-Condutor Carreta;1
Centro-Oeste;Mato Grosso do Sul;Feminino;22 a 25;A-Condutor Moto;2043
Centro-Oeste;Mato Grosso do Sul;Feminino;22 a 25;AB-Condutor Moto/Carro;18355
Centro-Oeste;Mato Grosso do Sul;Feminino;22 a 25;AC-Condutor Moto/Caminhão;17
Centro-Oeste;Mato Grosso do Sul;Feminino;22 a 25;AD-Condutor Moto/Ônibus;98
Centro-Oeste;Mato Grosso do Sul;Feminino;22 a 25;AE-Condutor Moto/Carreta;14
Centro-Oeste;Mato Grosso do Sul;Feminino;22 a 25;B-Condutor Carro;11877
Centro-Oeste;Mato Grosso do Sul;Feminino;22 a 25;C-Condutor Caminhão;5
Centro-Oeste;Mato Grosso do Sul;Feminino;22 a 25;D-Condutor Ônibus;7
Centro-Oeste;Mato Grosso do Sul;Feminino;22 a 25;E-Condutor Carreta;1
Centro-Oeste;Mato Grosso do Sul;Feminino;26 a 30;A-Condutor Moto;4339
Centro-Oeste;Mato Grosso do Sul;Feminino;26 a 30;AB-Condutor Moto/Carro;32714
Centro-Oeste;Mato Grosso do Sul;Feminino;26 a 30;AC-Condutor Moto/Caminhão;69
Centro-Oeste;Mato Grosso do Sul;Feminino;26 a 30;AD-Condutor Moto/Ônibus;478
Centro-Oeste;Mato Grosso do Sul;Feminino;26 a 30;AE-Condutor Moto/Carreta;61
Centro-Oeste;Mato Grosso do Sul;Feminino;26 a 30;B-Condutor Carro;18282
Centro-Oeste;Mato Grosso do Sul;Feminino;26 a 30;C-Condutor Caminhão;9
Centro-Oeste;Mato Grosso do Sul;Feminino;26 a 30;D-Condutor Ônibus;39
Centro-Oeste;Mato Grosso do Sul;Feminino;26 a 30;E-Condutor Carreta;3
Centro-Oeste;Mato Grosso do Sul;Feminino;26 a 30;XB-Condutor Ciclomotor/Carro;1
Centro-Oeste;Mato Grosso do Sul;Feminino;31 a 40;A-Condutor Moto;9733
Centro-Oeste;Mato Grosso do Sul;Feminino;31 a 40;AB-Condutor Moto/Carro;76288
Centro-Oeste;Mato Grosso do Sul;Feminino;31 a 40;AC-Condutor Moto/Caminhão;173
Centro-Oeste;Mato Grosso do Sul;Feminino;31 a 40;AD-Condutor Moto/Ônibus;2073
Centro-Oeste;Mato Grosso do Sul;Feminino;31 a 40;AE-Condutor Moto/Carreta;352
Centro-Oeste;Mato Grosso do Sul;Feminino;31 a 40;B-Condutor Carro;39668
Centro-Oeste;Mato Grosso do Sul;Feminino;31 a 40;C-Condutor Caminhão;21
Centro-Oeste;Mato Grosso do Sul;Feminino;31 a 40;D-Condutor Ônibus;261
Centro-Oeste;Mato Grosso do Sul;Feminino;31 a 40;E-Condutor Carreta;15
Centro-Oeste;Mato Grosso do Sul;Feminino;31 a 40;XB-Condutor Ciclomotor/Carro;1
Centro-Oeste;Mato Grosso do Sul;Feminino;41 a 50;A-Condutor Moto;7818
Centro-Oeste;Mato Grosso do Sul;Feminino;41 a 50;AB-Condutor Moto/Carro;47981
Centro-Oeste;Mato Grosso do Sul;Feminino;41 a 50;AC-Condutor Moto/Caminhão;158
Centro-Oeste;Mato Grosso do Sul;Feminino;41 a 50;AD-Condutor Moto/Ônibus;1708
Centro-Oeste;Mato Grosso do Sul;Feminino;41 a 50;AE-Condutor Moto/Carreta;312
Centro-Oeste;Mato Grosso do Sul;Feminino;41 a 50;B-Condutor Carro;43260
Centro-Oeste;Mato Grosso do Sul;Feminino;41 a 50;C-Condutor Caminhão;61
Centro-Oeste;Mato Grosso do Sul;Feminino;41 a 50;D-Condutor Ônibus;478
Centro-Oeste;Mato Grosso do Sul;Feminino;41 a 50;E-Condutor Carreta;50
Centro-Oeste;Mato Grosso do Sul;Feminino;41 a 50;X-Condutor Ciclomotor;1
Centro-Oeste;Mato Grosso do Sul;Feminino;51 a 60;A-Condutor Moto;3873
Centro-Oeste;Mato Grosso do Sul;Feminino;51 a 60;AB-Condutor Moto/Carro;18666
Centro-Oeste;Mato Grosso do Sul;Feminino;51 a 60;AC-Condutor Moto/Caminhão;194
Centro-Oeste;Mato Grosso do Sul;Feminino;51 a 60;AD-Condutor Moto/Ônibus;528
Centro-Oeste;Mato Grosso do Sul;Feminino;51 a 60;AE-Condutor Moto/Carreta;81
Centro-Oeste;Mato Grosso do Sul;Feminino;51 a 60;B-Condutor Carro;39325
Centro-Oeste;Mato Grosso do Sul;Feminino;51 a 60;C-Condutor Caminhão;245
Centro-Oeste;Mato Grosso do Sul;Feminino;51 a 60;D-Condutor Ônibus;410
Centro-Oeste;Mato Grosso do Sul;Feminino;51 a 60;E-Condutor Carreta;30
Centro-Oeste;Mato Grosso do Sul;Feminino;51 a 60;X-Condutor Ciclomotor;1
Centro-Oeste;Mato Grosso do Sul;Feminino;61 a 70;A-Condutor Moto;792
Centro-Oeste;Mato Grosso do Sul;Feminino;61 a 70;AB-Condutor Moto/Carro;3784
Centro-Oeste;Mato Grosso do Sul;Feminino;61 a 70;AC-Condutor Moto/Caminhão;72
Centro-Oeste;Mato Grosso do Sul;Feminino;61 a 70;AD-Condutor Moto/Ônibus;83
Centro-Oeste;Mato Grosso do Sul;Feminino;61 a 70;AE-Condutor Moto/Carreta;15
Centro-Oeste;Mato Grosso do Sul;Feminino;61 a 70;B-Condutor Carro;27999
Centro-Oeste;Mato Grosso do Sul;Feminino;61 a 70;C-Condutor Caminhão;195
Centro-Oeste;Mato Grosso do Sul;Feminino;61 a 70;D-Condutor Ônibus;204
Centro-Oeste;Mato Grosso do Sul;Feminino;61 a 70;E-Condutor Carreta;17
Centro-Oeste;Mato Grosso do Sul;Feminino;71 a 80;A-Condutor Moto;61
Centro-Oeste;Mato Grosso do Sul;Feminino;71 a 80;AB-Condutor Moto/Carro;338
Centro-Oeste;Mato Grosso do Sul;Feminino;71 a 80;AC-Condutor Moto/Caminhão;4
Centro-Oeste;Mato Grosso do Sul;Feminino;71 a 80;AD-Condutor Moto/Ônibus;8
Centro-Oeste;Mato Grosso do Sul;Feminino;71 a 80;AE-Condutor Moto/Carreta;1
Centro-Oeste;Mato Grosso do Sul;Feminino;71 a 80;B-Condutor Carro;11271
Centro-Oeste;Mato Grosso do Sul;Feminino;71 a 80;C-Condutor Caminhão;60
Centro-Oeste;Mato Grosso do Sul;Feminino;71 a 80;D-Condutor Ônibus;31
Centro-Oeste;Mato Grosso do Sul;Feminino;71 a 80;E-Condutor Carreta;1
Centro-Oeste;Mato Grosso do Sul;Feminino;81 a 90;A-Condutor Moto;1
Centro-Oeste;Mato Grosso do Sul;Feminino;81 a 90;AB-Condutor Moto/Carro;13
Centro-Oeste;Mato Grosso do Sul;Feminino;81 a 90;AC-Condutor Moto/Caminhão;1
Centro-Oeste;Mato Grosso do Sul;Feminino;81 a 90;B-Condutor Carro;3167
Centro-Oeste;Mato Grosso do Sul;Feminino;81 a 90;C-Condutor Caminhão;13
Centro-Oeste;Mato Grosso do Sul;Feminino;81 a 90;D-Condutor Ônibus;7
Centro-Oeste;Mato Grosso do Sul;Feminino;91 a 100;AB-Condutor Moto/Carro;1
Centro-Oeste;Mato Grosso do Sul;Feminino;91 a 100;B-Condutor Carro;591
Centro-Oeste;Mato Grosso do Sul;Feminino;91 a 100;C-Condutor Caminhão;2
Centro-Oeste;Mato Grosso do Sul;Feminino;101 a 120;B-Condutor Carro;37
Centro-Oeste;Mato Grosso;Masculino;18 a 21;A-Condutor Moto;255
Centro-Oeste;Mato Grosso;Masculino;18 a 21;AB-Condutor Moto/Carro;20220
Centro-Oeste;Mato Grosso;Masculino;18 a 21;AC-Condutor Moto/Caminhão;179
Centro-Oeste;Mato Grosso;Masculino;18 a 21;AD-Condutor Moto/Ônibus;92
Centro-Oeste;Mato Grosso;Masculino;18 a 21;AE-Condutor Moto/Carreta;14
Centro-Oeste;Mato Grosso;Masculino;18 a 21;B-Condutor Carro;3041
Centro-Oeste;Mato Grosso;Masculino;18 a 21;C-Condutor Caminhão;8
Centro-Oeste;Mato Grosso;Masculino;18 a 21;D-Condutor Ônibus;1
Centro-Oeste;Mato Grosso;Masculino;18 a 21;E-Condutor Carreta;1
Centro-Oeste;Mato Grosso;Masculino;22 a 25;A-Condutor Moto;952
Centro-Oeste;Mato Grosso;Masculino;22 a 25;AB-Condutor Moto/Carro;51195
Centro-Oeste;Mato Grosso;Masculino;22 a 25;AC-Condutor Moto/Caminhão;603
Centro-Oeste;Mato Grosso;Masculino;22 a 25;AD-Condutor Moto/Ônibus;2764
Centro-Oeste;Mato Grosso;Masculino;22 a 25;AE-Condutor Moto/Carreta;679
Centro-Oeste;Mato Grosso;Masculino;22 a 25;B-Condutor Carro;6545
Centro-Oeste;Mato Grosso;Masculino;22 a 25;C-Condutor Caminhão;31
Centro-Oeste;Mato Grosso;Masculino;22 a 25;D-Condutor Ônibus;93
Centro-Oeste;Mato Grosso;Masculino;22 a 25;E-Condutor Carreta;20
Centro-Oeste;Mato Grosso;Masculino;22 a 25;XC-Condutor Ciclomotor/Caminhão;1
Centro-Oeste;Mato Grosso;Masculino;26 a 30;A-Condutor Moto;1659
Centro-Oeste;Mato Grosso;Masculino;26 a 30;AB-Condutor Moto/Carro;78627
Centro-Oeste;Mato Grosso;Masculino;26 a 30;AC-Condutor Moto/Caminhão;1320
Centro-Oeste;Mato Grosso;Masculino;26 a 30;AD-Condutor Moto/Ônibus;9894
Centro-Oeste;Mato Grosso;Masculino;26 a 30;AE-Condutor Moto/Carreta;4226
Centro-Oeste;Mato Grosso;Masculino;26 a 30;B-Condutor Carro;9212
Centro-Oeste;Mato Grosso;Masculino;26 a 30;C-Condutor Caminhão;53
Centro-Oeste;Mato Grosso;Masculino;26 a 30;D-Condutor Ônibus;277
Centro-Oeste;Mato Grosso;Masculino;26 a 30;E-Condutor Carreta;109
Centro-Oeste;Mato Grosso;Masculino;31 a 40;A-Condutor Moto;2985
Centro-Oeste;Mato Grosso;Masculino;31 a 40;AB-Condutor Moto/Carro;148613
Centro-Oeste;Mato Grosso;Masculino;31 a 40;AC-Condutor Moto/Caminhão;3369
Centro-Oeste;Mato Grosso;Masculino;31 a 40;AD-Condutor Moto/Ônibus;40019
Centro-Oeste;Mato Grosso;Masculino;31 a 40;AE-Condutor Moto/Carreta;22547
Centro-Oeste;Mato Grosso;Masculino;31 a 40;B-Condutor Carro;20218
Centro-Oeste;Mato Grosso;Masculino;31 a 40;C-Condutor Caminhão;224
Centro-Oeste;Mato Grosso;Masculino;31 a 40;D-Condutor Ônibus;1645
Centro-Oeste;Mato Grosso;Masculino;31 a 40;E-Condutor Carreta;888
Centro-Oeste;Mato Grosso;Masculino;41 a 50;A-Condutor Moto;2466
Centro-Oeste;Mato Grosso;Masculino;41 a 50;AB-Condutor Moto/Carro;102487
Centro-Oeste;Mato Grosso;Masculino;41 a 50;AC-Condutor Moto/Caminhão;8967
Centro-Oeste;Mato Grosso;Masculino;41 a 50;AD-Condutor Moto/Ônibus;35903
Centro-Oeste;Mato Grosso;Masculino;41 a 50;AE-Condutor Moto/Carreta;25400
Centro-Oeste;Mato Grosso;Masculino;41 a 50;B-Condutor Carro;24037
Centro-Oeste;Mato Grosso;Masculino;41 a 50;C-Condutor Caminhão;1656
Centro-Oeste;Mato Grosso;Masculino;41 a 50;D-Condutor Ônibus;3925
Centro-Oeste;Mato Grosso;Masculino;41 a 50;E-Condutor Carreta;3915
Centro-Oeste;Mato Grosso;Masculino;51 a 60;A-Condutor Moto;1930
Centro-Oeste;Mato Grosso;Masculino;51 a 60;AB-Condutor Moto/Carro;60717
Centro-Oeste;Mato Grosso;Masculino;51 a 60;AC-Condutor Moto/Caminhão;16045
Centro-Oeste;Mato Grosso;Masculino;51 a 60;AD-Condutor Moto/Ônibus;18142
Centro-Oeste;Mato Grosso;Masculino;51 a 60;AE-Condutor Moto/Carreta;15562
Centro-Oeste;Mato Grosso;Masculino;51 a 60;B-Condutor Carro;24862
Centro-Oeste;Mato Grosso;Masculino;51 a 60;C-Condutor Caminhão;5932
Centro-Oeste;Mato Grosso;Masculino;51 a 60;D-Condutor Ônibus;5451
Centro-Oeste;Mato Grosso;Masculino;51 a 60;E-Condutor Carreta;5889
Centro-Oeste;Mato Grosso;Masculino;51 a 60;XE-Condutor Ciclomotor/Carreta;1
Centro-Oeste;Mato Grosso;Masculino;61 a 70;A-Condutor Moto;956
Centro-Oeste;Mato Grosso;Masculino;61 a 70;AB-Condutor Moto/Carro;24758
Centro-Oeste;Mato Grosso;Masculino;61 a 70;AC-Condutor Moto/Caminhão;8142
Centro-Oeste;Mato Grosso;Masculino;61 a 70;AD-Condutor Moto/Ônibus;6366
Centro-Oeste;Mato Grosso;Masculino;61 a 70;AE-Condutor Moto/Carreta;5178
Centro-Oeste;Mato Grosso;Masculino;61 a 70;B-Condutor Carro;27804
Centro-Oeste;Mato Grosso;Masculino;61 a 70;C-Condutor Caminhão;9352
Centro-Oeste;Mato Grosso;Masculino;61 a 70;D-Condutor Ônibus;6463
Centro-Oeste;Mato Grosso;Masculino;61 a 70;E-Condutor Carreta;5997
Centro-Oeste;Mato Grosso;Masculino;71 a 80;A-Condutor Moto;313
Centro-Oeste;Mato Grosso;Masculino;71 a 80;AB-Condutor Moto/Carro;7162
Centro-Oeste;Mato Grosso;Masculino;71 a 80;AC-Condutor Moto/Caminhão;1351
Centro-Oeste;Mato Grosso;Masculino;71 a 80;AD-Condutor Moto/Ônibus;1077
Centro-Oeste;Mato Grosso;Masculino;71 a 80;AE-Condutor Moto/Carreta;526
Centro-Oeste;Mato Grosso;Masculino;71 a 80;B-Condutor Carro;21541
Centro-Oeste;Mato Grosso;Masculino;71 a 80;C-Condutor Caminhão;4704
Centro-Oeste;Mato Grosso;Masculino;71 a 80;D-Condutor Ônibus;3003
Centro-Oeste;Mato Grosso;Masculino;71 a 80;E-Condutor Carreta;1456
Centro-Oeste;Mato Grosso;Masculino;71 a 80;XB-Condutor Ciclomotor/Carro;1
Centro-Oeste;Mato Grosso;Masculino;81 a 90;A-Condutor Moto;87
Centro-Oeste;Mato Grosso;Masculino;81 a 90;AB-Condutor Moto/Carro;1129
Centro-Oeste;Mato Grosso;Masculino;81 a 90;AC-Condutor Moto/Caminhão;286
Centro-Oeste;Mato Grosso;Masculino;81 a 90;AD-Condutor Moto/Ônibus;135
Centro-Oeste;Mato Grosso;Masculino;81 a 90;AE-Condutor Moto/Carreta;39
Centro-Oeste;Mato Grosso;Masculino;81 a 90;B-Condutor Carro;9864
Centro-Oeste;Mato Grosso;Masculino;81 a 90;C-Condutor Caminhão;2046
Centro-Oeste;Mato Grosso;Masculino;81 a 90;D-Condutor Ônibus;920
Centro-Oeste;Mato Grosso;Masculino;81 a 90;E-Condutor Carreta;231
Centro-Oeste;Mato Grosso;Masculino;91 a 100;A-Condutor Moto;7
Centro-Oeste;Mato Grosso;Masculino;91 a 100;AB-Condutor Moto/Carro;96
Centro-Oeste;Mato Grosso;Masculino;91 a 100;AC-Condutor Moto/Caminhão;17
Centro-Oeste;Mato Grosso;Masculino;91 a 100;AD-Condutor Moto/Ônibus;3
Centro-Oeste;Mato Grosso;Masculino;91 a 100;B-Condutor Carro;3108
Centro-Oeste;Mato Grosso;Masculino;91 a 100;C-Condutor Caminhão;292
Centro-Oeste;Mato Grosso;Masculino;91 a 100;D-Condutor Ônibus;87
Centro-Oeste;Mato Grosso;Masculino;91 a 100;E-Condutor Carreta;9
Centro-Oeste;Mato Grosso;Masculino;101 a 120;AB-Condutor Moto/Carro;3
Centro-Oeste;Mato Grosso;Masculino;101 a 120;AC-Condutor Moto/Caminhão;1
Centro-Oeste;Mato Grosso;Masculino;101 a 120;B-Condutor Carro;360
Centro-Oeste;Mato Grosso;Masculino;101 a 120;C-Condutor Caminhão;5
Centro-Oeste;Mato Grosso;Masculino;101 a 120;E-Condutor Carreta;1
Centro-Oeste;Mato Grosso;Feminino;18 a 21;A-Condutor Moto;115
Centro-Oeste;Mato Grosso;Feminino;18 a 21;AB-Condutor Moto/Carro;8194
Centro-Oeste;Mato Grosso;Feminino;18 a 21;AC-Condutor Moto/Caminhão;1
Centro-Oeste;Mato Grosso;Feminino;18 a 21;B-Condutor Carro;3202
